fine_label	utterance
UNK:UNK	Ina, você pode obter os currículos de Tori K. e Martin Cuillas e avaliações de desempenho anteriores de RH Encaminhado por Phillip K Allen/HOU/ECT em 06/09/2000 10h44 ----- John J Lavorato@ENRON 06/09/ 2000 05:39 Para: Phillip K Allen/HOU/ECT@ECT cc: Assunto: Re: O pessoal de suporte comercial que você e Hunter desejam transformar em gerentes comerciais.
UNK:UNK	currículos de quem?
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 05/09/2000 13h50 ----- Christi Smith <christi.smith@lrinet.com> em 05/09/2000 11h40:59 Por favor, responda a <christi.smith@lrinet.com> Para: <Phillip.K.Allen@enron.com> cc: Debbie Nowak (E-mail) <dnowak@enron.com> Assunto: RE: Recebimento do Formulário de Seleção de Equipe - Impacto Executivo Programa de Influência e Influência Não recebemos suas informações completas de seleção de equipe. É imprescindível que recebamos as informações de sua equipe (e-mail, telefone, escritório) o mais rápido possível. Não podemos iniciar sua administração sem essas informações e seus avaliadores terão menos tempo para fornecer feedback para você. Obrigado pela sua ajuda. Christi -----Mensagem original----- De: Christi Smith [mailto:christi.smith@lrinet.com] Enviada: quinta-feira, 31 de agosto de 2000 às 10h33 Para: Phillip.K.Allen@enron. com Cc: Debbie Nowak (E-mail); Deborah Evans (E-mail) Assunto: Recebimento do Formulário de Seleção de Equipe - Programa Executivo de Impacto e Influência Importância: Alta Oi Phillip. Agradecemos sua pronta atenção e preenchimento das informações de seleção da equipe. Idealmente, precisávamos receber sua equipe de avaliadores no formulário de Seleção de Equipe que lhe enviamos. As informações necessárias são facilmente transferidas para o banco de dados diretamente da planilha Excel. Se você não conseguir preencher esse formulário, inserindo o que listou abaixo, ainda precisaremos de informações adicionais. Precisamos do endereço de e-mail de cada pessoa. Sem o endereço de e-mail, não poderemos enviar-lhes por e-mail o link da Internet e o ID para fornecer feedback para você, nem podemos enviar-lhes um lembrete automático por e-mail. Também seria bom ter o número de telefone de cada pessoa, caso precisemos contatá-los. Portanto, precisamos receber a planilha TS Excel completa ou, se precisar, fornecer as informações necessárias por e-mail. Obrigado pela ajuda, Felipe. Christi L. Smith Gerente de projetos para atendimento ao cliente Keilty, Goldsmith & Company 858/450-2554 -----Mensagem original----- De: Phillip K Allen [mailto:Phillip.K.Allen@enron.com] Enviado : Quinta-feira, 31 de agosto de 2000 12h03 Para: debe@fsddatasvc.com Assunto: John Lavorato-M Mike Grigsby-D Keith Holst-D Frank Ermis-D Steve South-D Janie Tholt-D Scott Neal-P Hunter Shively -P Tom Martin-P John Arnold-P
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 05/09/2000 13h29 ----- De: Phillip K Allen 29/08/2000 14h20 Para: mark@intelligencepress.com cc: Assunto: Mark , Aqui está uma planilha detalhando nossas negociações Socal de setembro. (Eu não fiz distinção entre compras e vendas.) Phillip
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 01/09/2000 13h07 ----- Enron North America Corp. De: Matt Motley 01/09/2000 08h53 Para: Phillip K Allen/HOU/ ECT@ECT cc: Assunto: Para sua informação -- - Ray Niles sobre limites de preços.pdf
UNK:UNK	Richard, compare sua produção na Califórnia com os números do Relatório de Gás da Califórnia de 2000. Mostra 410. Mas, novamente, isso pode ser exatamente o que as duas concessionárias recebem.
UNK:UNK	Cooper, você pode dar acesso ao novo local de energia oeste para Jay Reitmeyer. Ele é analista do nosso grupo. Filipe
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 31/08/2000 13:13 ----- Christi Smith <christi.smith@lrinet.com> em 31/08/2000 10:32:49 Por favor, responda a <christi.smith@lrinet.com> Para: <Phillip.K.Allen@enron.com> cc: Debbie Nowak (E-mail) <dnowak@enron.com>, Deborah Evans (E-mail) <debe@fsddatasvc .com> Assunto: Recebimento do Formulário de Seleção de Equipe - Programa Executivo de Impacto e Influência Olá Phillip. Agradecemos sua pronta atenção e preenchimento das informações de seleção da equipe. Idealmente, precisávamos receber sua equipe de avaliadores no formulário de Seleção de Equipe que lhe enviamos. As informações necessárias são facilmente transferidas para o banco de dados diretamente da planilha Excel. Se você não conseguir preencher esse formulário, inserindo o que listou abaixo, ainda precisaremos de informações adicionais. Precisamos do endereço de e-mail de cada pessoa. Sem o endereço de e-mail, não poderemos enviar-lhes por e-mail o link da Internet e o ID para fornecer feedback para você, nem podemos enviar-lhes um lembrete automático por e-mail. Também seria bom ter o número de telefone de cada pessoa, caso precisemos contatá-los. Portanto, precisamos receber a planilha TS Excel completa ou, se precisar, fornecer as informações necessárias por e-mail. Obrigado pela ajuda, Felipe. Christi L. Smith Gerente de projetos para atendimento ao cliente Keilty, Goldsmith & Company 858/450-2554 -----Mensagem original----- De: Phillip K Allen [mailto:Phillip.K.Allen@enron.com] Enviado : Quinta-feira, 31 de agosto de 2000 12h03 Para: debe@fsddatasvc.com Assunto: John Lavorato-M Mike Grigsby-D Keith Holst-D Frank Ermis-D Steve South-D Janie Tholt-D Scott Neal-P Hunter Shively -P Tom Martin-P John Arnold-P
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 01/05/2001 0= 14h14 ----- Equipe de migração do Outlook@ENRON 27/04/2001 13h00 Para:=09Allison Horton/NA/Enron@ ENRON, Amir Baig/NA/Enron@ENRON, Brandon Bang= erter/NA/Enron@Enron, Brian Ellis/Corp/Enron@Enron, Charles Philpott/HR/Cor= p/Enron@ENRON, Chris P Wood/NA/ Enron@Enron, Chris Tull/HOU/ECT@ECT, Dale Sm= ith/Corp/Enron@ENRON, Dave June/NA/Enron@ENRON, Donald Sutton/NA/Enron@Enro= n, Felicia Buenrostro/HR/Corp /Enron@ENRON, Johnna Morrison/Corp/Enron@ENRON= , Joe Dorn/Corp/Enron@ENRON, Kathryn Schultea/HR/Corp/Enron@ENRON, Leon McD= owell/NA/Enron@ENRON, Leticia Barrios/Corp /Enron@ENRON, Milton Brown/HR/Cor= p/Enron@ENRON, Raj Perubhatla/Corp/Enron@Enron, Shekar Komatireddy/NA/Enron= @Enron, Andrea Yowman/Corp/Enron@ENRON, Angie OBrian/HR /Corp/Enron@ENRON, = Bonne Castellano/HR/Corp/Enron@ENRON, Gwynn Gorsuch/NA/Enron@ENRON, Jo Ann = Matson/Corp/Enron@ENRON, LaQuitta Washington/HR/Corp/Enron@ENRON, Rick John= filho/HR/Corp/Enron@ENRON, Sandra Lighthill/HR/Corp/Enron@ENRON, Valeria A Ho= pe/HOU/ECT@ECT, Charlotte Brown/HR/Corp/Enron@ENRON, Ronald Fain/ HR/Corp/Enron= ron@ENRON, Gary Fitch/HR/Corp/Enron@Enron, Anna Harris/HR/Corp/Enron@ENRON,= Keith Jones/HR/Corp/Enron@ENRON, Kristi Monson/NA/Enron @Enron, Bobbie McNi= el/HR/Corp/Enron@ENRON, John Stabler/HR/Corp/Enron@ENRON, Michelle Prince/N= A/Enron@Enron, James Gramke/NA/Enron@ENRON, Blair Hicks/ NA/Enron@ENRON, Jen= nifer Johnson/Contractor/Enron Communications@Enron Communications, Jim Lit= tle/Enron@EnronXGate, Dale Lukert/NA/Enron@ENRON, Donald Martin/NA/Enron@EN= RON, Andrew Mattei /NA/Enron@ENRON, Darvin Mitchell/NA/Enron@ENRON, Mark Old= ham/NA/Enron@ENRON, Wesley Pearson/NA/Enron@ENRON, Ramon Pizarro/ENRON_DEVE= LOPMENT@ENRON_DEVELOPMENT, Natalie Rau/NA/ Enron@ENRON, William Redick/NA/En= ron@ENRON, Mark A Richardson/NA/Enron@ENRON, Joseph Schnieders/NA/Enron@ENR= ON, Gary Simmons/NA/Enron@Enron, Delaney Trimble/NA/ Enron@ENRON, David Upto= n/NA/Enron@ENRON, Mike Boegler/HR/Corp/Enron@ENRON, Lyndel Click/HR/Corp/En= ron@ENRON, Gabriel Franco/NA/Enron@Enron, Randy Gross /RH/Corp/Enron@Enron, = Arthur Johnson/RH/Corp/Enron@Enron, Danny Jones/HR/Corp/Enron@ENRON, John O= gden/Houston/Eott@Eott, Edgar Ponce/NA/Enron@ Enron, Tracy Pursifull/HR/Corp= /Enron@ENRON, Lance Stanley/HR/Corp/Enron@ENRON, Frank Ermis/HOU/ECT@ECT, J= ane M Tholt/HOU/ECT@ECT, Jay Reitmeyer/HOU /ECT@ECT, Keith Holst/HOU/ECT@ect= , Matthew Lenhart/HOU/ECT@ECT, Mike Grigsby/HOU/ECT@ECT, Monique Sanchez/HO= U/ECT@ECT, Phillip K Allen/HOU/ ECT@ECT, Randall L Gay/HOU/ECT@ECT, Tori Kuy= kendall/HOU/ECT@ECT, Brenda H Fletcher/HOU/ECT@ECT, Jeanne Wukasch/Corp/Enr= on@ENRON, Mary Theresa Franklin/ HOU/ECT@ECT, Mike Potter/NA/Enron@Enron, Na= talie Baker/HOU/ECT@ECT, Suzanne Calcagno/NA/Enron@Enron, Alvin Thompson/Co= rp/Enron@Enron, Cynthia Franklin/Corp /Enron@ENRON, Jesse Villarreal/HOU/ECT= @ECT, Joan Collins/HOU/EES@EES, Joe A Casas/HOU/ECT@ECT, Kelly Loocke/ENRON= @enronXgate, Lia Halstead/NA/Enron@ENRON , Meredith Homco/HOU/ECT@ECT, Rober= t Allwein/HOU/ECT@ECT, Scott Loving/NA/Enron@ENRON, Shanna Boudreaux/ENRON@= enronXgate, Steve Gillespie/Corp/Enron@ENRON, Tamara Carter/ NA/Enron@ENRON,= Tracy Wood/NA/Enron@ENRON, Gabriel Fuzat/Enron Communications@Enron Communications, Jack Netek/Enron Communications@Enron Communications, Lam Nguyen/= NA/Enron@Enron, Camille Gerard/Corp /Enron@ENRON, Craig Taylor/HOU/ECT@ECT, = Jessica Hangach/NYC/MGUSA@MGUSA, Kathy Gagel/NYC/MGUSA@MGUSA, Lisa Goulart/= NYC/MGUSA@MGUSA, Ruth Balladares/NYC/MGUSA@ MGUSA, Sid Strutt/NYC/MGUSA@MGUS= A cc:=09=20 Assunto:=092- PESQUISA/E-MAIL DE INFORMAÇÕES Usuário atual do Notes:=20 Para garantir que você tenha uma migração bem-sucedida do Notes para o Outlook,= é necessário para coletar informações individuais do usuário antes da data de migração. Por favor, reserve alguns minutos para preencher completamente a pesquisa a seguir. Quando terminar, basta clicar no botão Responder e clicar em Enviar. Sua pesquisa será enviada automaticamente para a caixa de correio de migração do Outlook 2000. Obrigado. Equipe de migração do Outlook 2000 ---------= --------------------- Nome completo: =20 ID de login: =20 Extensão: =20 Office Localização: =20 Que tipo de computador você possui? (Desktop, Laptop, Ambos) =20 Você tem um PDA? Se sim, que tipo você possui: (Nenhum, IPAQ, Palm Pilo= t, Jornada) =20 Você tem permissão para acessar o Email/Calendário de qualquer pessoa? =20 Se sim, quem? =20 Alguém tem permissão para acessar seu e-mail/calendário? =20 Se sim, quem? =20 Você é responsável por atualizar a agenda de endereços de alguém? =20 Se sim, quem? =20 Alguém mais é responsável pela atualização do seu catálogo de endereços? =20 Se sim, quem? =20 Você tem acesso a um calendário compartilhado? =20 Se sim, qual calendário compartilhado? =20 Você tem algum Grupo de Distribuição que o Messaging mantém para você (para correspondências m=ass)? =20 Se sim, liste aqui: =20 Liste todos os aplicativos de bancos de dados do Notes que você usa atualmente: =20 Em nossos esforços para planejar a data/hora exata de sua migração, também precisaremos = saber: Quais são seus valores normais horas de trabalho? De: Até: =20 Você estará fora do escritório em um futuro próximo para férias, licença, etc.? Se sim, quando? De (MM/DD/AA): Até (MM/DD/AA): =20
UNK:UNK	John Lavorato-M Mike Grigsby-D Keith Holst-D Frank Ermis-D Steve South-D Janie Tholt-D Scott Neal-P Hunter Shively-P Tom Martin-P John Arnold-P
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 31/08/2000 10h17 ----- De: Phillip K Allen 29/08/2000 14h20 Para: mark@intelligencepress.com cc: Assunto: Mark , Aqui está uma planilha detalhando nossas negociações Socal de setembro. (Eu não fiz distinção entre compras e vendas.) Phillip
UNK:UNK	Greg, recebi sua mensagem. Boa sorte no passeio de bicicleta. O que você estava fazendo no seu apartamento? Você está montando um estúdio? As crianças estão de volta à escola. Caso contrário, apenas trabalho está acontecendo aqui. Keith
UNK:UNK	Por que seus pedidos estão chegando até mim?
UNK:UNK	Mark, aqui está uma planilha detalhando nossas negociações Socal de setembro. (Eu não fiz distinção entre compras e vendas.) Phillip
UNK:UNK	Mark, você conseguiu fazer login na Enron online e encontrar redes sociais hoje? Seguirei com uma lista de nossos negócios físicos feitos ontem e hoje. Filipe
UNK:UNK	Brenda Você pode me enviar seu endereço em College Station. Filipe
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 28/08/2000 13h39 ----- Kristian J Lande 24/08/2000 15h56 Para: Christopher F Calger/PDX/ECT@ECT, Jake Thomas /HOU/ECT@ECT, Frank W Vickers/HOU/ECT@ECT, Elliot Mainzer/PDX/ECT@ECT, Michael McDonald/SF/ECT@ECT, David Parquet/SF/ECT@ECT, Laird Dyer/SF/ECT @ECT, Jim Buerkle/PDX/ECT@ECT, Jim Gilbert/PDX/ECT@ECT, Terry W Donovan/HOU/ECT@ECT, Jeff G Slaughter/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Ed Clark/PDX/ECT@ECT cc: Tim Belden/HOU/ECT@ECT, Robert Badeer/HOU/ECT@ECT, Matt Motley/PDX/ECT@ECT, Phillip K Allen/HOU/ECT@ECT Assunto: Nova Geração Desculpe, Relatório de 24 de agosto de 2000
UNK:UNK	Mark, A seguir está uma senha de convidado que permitirá a você acesso temporário apenas para visualização do EnronOnline. Observe que o ID do usuário e a senha diferenciam maiúsculas de minúsculas. ID de usuário convidado: GNA45925 Senha de convidado: YJ53KU42 Faça login em www.enrononline.com e instale o shockwave usando as instruções abaixo. Eu configurei uma página composta com base ocidental e preços à vista para ajudá-lo a filtrar os produtos. O título da página composta é Página de Marcas. Se tiver algum problema para fazer login, você pode me ligar em (713)853-7041 ou Kathy Moore, EnronOnline HelpDesk, 713/853-HELP (4357). O instalador do Shockwave pode ser encontrado em Sobre o EnronOnline na página inicial. Depois de abrir Sobre o EnronOnline, usando a barra de rolagem direita, vá para o final. Clique em baixar Shockwave e siga as instruções. Após carregar o Shockwave, desligue e reabra o navegador (ou seja, Microsoft Internet Explorer/Netscape). Espero que você ache este site útil. Atenciosamente, Phillip Allen
UNK:UNK	Mark, em anexo está uma planilha que lista os mercados intermediários de final de dia para base social e spreads socal/san juan. Listei os dias durante a semana de lances que refletiam as negociações financeiras para o Índice Socal e as impressões diárias reais do gás antes e depois da semana de lances. As seguintes observações podem ser feitas: 1º de julho. O mercado base antecipou um spread Socal/San Juan de 0,81 vs real de 0,79 2. O índice percebido foi de 4,95 vs real de 4,91 3. Os Swaps Diários de Gás Socal estão sendo negociados com um prêmio significativo . 1º de agosto. O mercado base antecipou um spread Socal/San Juan de 1,04 vs real de 0,99 2. O índice percebido foi de 4,54 vs real de 4,49 3. Os spreads diários de gás foram muito mais amplos antes e depois da semana de lances do que as postagens mensais 4. Socal Os Gas Daily Swaps estão sendo negociados com um prêmio significativo. O Enron Online permitirá que você monitore o valor dos swaps financeiros em relação ao índice, bem como os spreads para outros locais. Por favor, ligue caso tenha alguma dúvida. Filipe
UNK:UNK	Alan, você deveria ter recebido números atualizados de Keith Holst. Ligue-me se você não os recebeu. Filipe
UNK:UNK	Suzanne, você pode me dar mais detalhes ou enviar o plano por e-mail antes da reunião? O que preciso fornecer além do número de funcionários? Caso contrário, qualquer tarde da próxima semana estaria bem, Phillip.
UNK:UNK	Colleen, adicione Mike Grigsby à distribuição. Por outro lado, você tem alguma ideia de como Patti está se saindo? Filipe
UNK:UNK	Brad, No que diz respeito a Tori Kuykendall, gostaria de promovê-la a gerente comercial em vez de convertê-la de gerente de suporte comercial em associada. As suas funções desde o início do ano são as de gestora comercial. Não tenho dúvidas de que ela se comparará favoravelmente a outras pessoas dessa categoria no final do ano. Martin Cuilla, na mesa central, está em uma situação semelhante à de Tori. Hunter gostaria que Martin fosse tratado da mesma forma que Tori. Deixe-me saber se houver algum problema. Filipe
UNK:UNK	Bruce, você pode passar por aqui e configurar minha Reuters. Filipe
UNK:UNK	Lucy, a planilha de aluguel está começando a ficar melhor. Veja se você pode adicionar estas modificações: 1. Use uma fórmula na coluna E. Adicione o valor da coluna C à coluna D. Deve ser =c6+d6. Em seguida, copie esta fórmula para as linhas abaixo. 2. A coluna H precisa de uma fórmula. Subtraia o valor pago do valor devido. =e6-g6. 3. A coluna F é preenchida com o sinal ####. isso ocorre porque a largura da coluna é muito estreita. Use o mouse para clicar na linha ao lado da letra F. Mantenha pressionado o botão esquerdo do mouse e arraste a coluna para mais longe. 4. Depois de consertar a parte do aluguel, vamos trazer as colunas do banco de dados para esta planilha e colocá-las à direita nas colunas J e além. Filipe
UNK:UNK	Lucy, recebi seu e-mail com o anexo. Vamos trabalhar juntos hoje para fazer isso, Phillip
UNK:UNK	você tem minha aprovação
UNK:UNK	Lucy, podemos discutir seu e-mail mais tarde. Como está o andamento na criação das planilhas. Provavelmente, você precisará fechar o arquivo antes de anexá-lo a um e-mail. São 14h. Eu realmente quero fazer algum progresso nesses dois arquivos. Filipe
UNK:UNK	Lucy, por favor, abra este arquivo Excel e insira os aluguéis e nomes devidos para esta semana. Em seguida, envie o arquivo por e-mail de volta.
UNK:UNK	Abra a planilha de utilidades e tente completar a análise se é melhor ser um comercial pequeno ou um comercial médio (LP-1). Você precisará obter o uso desse medidor nos últimos 12 meses. Se tivermos dados de um ano, podemos dizer qual será mais barato. Use as taxas descritas na planilha. Esta é uma ótima oportunidade para você praticar Excel.
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 30/04/2001 11h21 ----- Alan Comnes 27/04/2001 13h38 Para: Phillip K Allen/HOU/ECT@ECT cc: Joe Hartsoe /Corp/Enron@ENRON Assunto: Solicitação de Steve Kean Phillip, recebi esta solicitação. Do lado do gás, acho que Kean/Lay precisa de uma atualização de uma tabela que você preparou para mim há alguns meses, que anexei. Obrigado, Alan Comnes Encaminhado por Alan Comnes/PDX/ECT em 27/04/2001 13h42 ----- Janel Guerrero@ENRON 27/04/2001 12h44 Para: Alan Comnes/PDX/ECT@ECT , Jeff Dasovich/NA/Enron@Enron cc: Paul Kaufman/PDX/ECT@ECT, Richard Shapiro/NA/Enron@Enron Assunto: Solicitação de Steve Kean Alan, Steve pediu que você atualizasse o power point abaixo para que reflita todas as decisões regulatórias/legislativas estúpidas desde o início do ano. Ken deseja ter este gráfico atualizado em seu livro de instruções para as próximas semanas Ken Lay Tour to CA. Ele também quer uma curva futura de preços para gás e energia na Califórnia. Podemos obter esses três documentos até segunda-feira à tarde?
UNK:UNK	Mac, obrigado pelo relatório de pesquisa sobre EOG. Aqui estão minhas observações: Vendas de gás 916.000/dia x 365 dias = 334.340.000/ano Preços estimados do gás $ 985.721.000/334.340.000 = $ 2,95/mcf Os preços reais do gás estão cerca de $ 1,00/mcf mais altos e aumentando. Recálculo do EPS com preços de gás mais precisos: (334.340.000 mct X $ 1/mcf)/116.897.000 ações outst = $ 2,86 EPS adicional X 12 P/E múltiplo = $ 34 por ação Isso é apenas uma avaliação posterior do envelope com base nos preços do gás. Acho que o preço do petróleo bruto está subvalorizado em US$ 10/ação. Preço atual 37 Nat. Gás 34 Bruto 10 Total 81 Você pode dar uma olhada nesses números e bancar o advogado do diabo? Para mim, este parece ser o melhor estoque para se possuir. Você também pode me enviar um relatório sobre Calpine, Tosco e SLB? Obrigado, Filipe
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 20/08/2000 17:39 ----- Lucy Gonzalez <stagecoachmama@hotmail.com> em 15/08/2000 14:32:57 Para: pallen@enron .com cc: Assunto: Deveres Diários Phillip, Estamos trabalhando em apartamentos diferentes hoje e tendo que ouvir pessoas diferentes sobre o que Mary está dizendo, devo me preocupar? formigas parecem estar invadindo meu apartamento. Você recebeu meus outros faxes. Wade está trabalhando no quadro de avisos que preciso para que eu possa informar aos inquilinos o que está acontecendo. Dei ao número 25 um aviso sobre ter muitas pessoas hospedadas naquele apt e esse problema foi resolvido. Também tenho um inquilino no nº 29 que está reclamando do nº 28 usando linguagem de aves. Enviei ao nº 28 uma violação de aluguel, veremos como isso vai ligar para você amanhã. Obrigado Lucy ______________________________________________________________________ Obtenha seu privado, grátis E-mail do MSN Hotmail em http://www.hotmail.com
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 20/08/2000 17:38 ----- Lucy Gonzalez <stagecoachmama@hotmail.com> em 16/08/2000 14:44:36 Para: pallen@enron .com cc: Assunto: Relatório Diário Phillip, O ar condicionado que comprei hoje por # 17 custou $ 166,71 pd por ck # 1429 16/08/00 no WAL-MART. Também em 15/08/00 Ralphs Appliance Centerck # 1428 frig & fogão para apt #20-B IVOICE # 000119 AMT=308,56 (FOGÃO=150,00 (frig=125,00)DEL CHRG=15,00\TAX=18,56 TOTAL=308,56.FAX MACHINE FOR FFICE CK # 1427=108,25 FROM STEELMAN OFFICE PRODUC TS. Obrigado, Lucy ________________________________________________________________________ Obtenha seu e-mail privado e gratuito do MSN Hotmail em http://www.hotmail.com
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 20/08/2000 17:38 ----- Lucy Gonzalez <stagecoachmama@hotmail.com> em 17/08/2000 14:37:55 Para: pallen@enron .com cc: Assunto: Relatório Diário Phillip, Hoje foi um daqueles dias porque Wade teve que pagar a multa e eu tive que ir levá-lo, o que tira muito tempo da minha agenda. o que ele precisa, tente consertar sua van para que ele possa buscar o que precisar. Amanhã Gary estará aqui. Tenho que ir, mas enviarei um e-mail para você amanhã Lucy ________________________________________________________________________ Receba seu e-mail privado e gratuito do MSN Hotmail em http://www.hotmail.com
UNK:UNK	Verifiquei o exercício de opções com Smith Barney, mas a Enron tem algum tipo de exclusividade com Paine Weber. Estou começando a me exercitar agora, mas vou usar o dinheiro arrecadado para comprar outro condomínio. O que você acha de vender JDSU e comprar SDLI? Você também pode olhar para o EOG como uma brincadeira com o aumento dos preços do petróleo e do gás. Obrigado, Filipe
UNK:UNK	Tentei o novo endereço mas não tenho acesso. Além disso, o que preciso inserir no domínio?
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 16/08/2000 10h58 ----- De: David W Delainey 15/08/2000 13h28 Enviado por: Kay Chapman Para: Tim Belden/HOU/ ECT@ECT, Kevin M Presto/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ ECT, Janet R Dietrich/HOU/ECT@ECT, Christopher F Calger/PDX/ECT@ECT, W David Duran/HOU/ECT@ECT, Raymond Bowen/HOU/ECT@ECT, Jeff Donahue/HOU/ECT@ECT, Brian Redmond/HOU/ECT@ECT, C John Thompson/Corp/Enron@ENRON, Scott Josey/Corp/Enron@ENRON, Rob Milnthorp/CAL/ECT@ECT, Max Yzaguirre/NA/Enron@ENRON, Beth Perlman/HOU /ECT@ECT, Wes Colwell/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT, David Oxley/HOU/ECT@ECT, Joseph Deffner/HOU/ECT@ECT, Jordan Mintz/HOU/ECT@ECT, Mark E Haedicke/HOU/ECT@ECT cc: Mollie Gustafson/PDX/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT, Kimberly Brown/HOU/ECT@ECT, Airam Arteaga/ HOU/ECT@ECT, Christy Chapman/HOU/ECT@ECT, Tina Rode/HOU/ECT@ECT, Marsha Schiller/HOU/ECT@ECT, Lillian Carroll/HOU/ECT@ECT, Tonai Lehr/Corp/Enron@ENRON , Nicole Mayer/HOU/ECT@ECT, Darlene C Forsyth/HOU/ECT@ECT, Janette Elbertson/HOU/ECT@ECT, Angela McCulloch/CAL/ECT@ECT, Pilar Cerezo/NA/Enron@ENRON, Cherylene R Westbrook /HOU/ECT@ECT, Shirley Tijerina/Corp/Enron@ENRON, Nicki Daw/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Assunto: Comitê de Gestão da ENA Este é um lembrete !!!!! Haverá uma reunião de sexta-feira em 18 de agosto de 2000. Esta reunião substitui a reunião de sexta-feira e será realizada todas as sextas-feiras alternadas. Data: Sexta-feira, 18 de agosto de 2000 Horário: 14h30 - 16h30 Local: 30C1 Tópico: Comitê de Gestão da ENA Se você tiver alguma dúvida ou conflito, sinta-se à vontade para me ligar (3-0643) ou Bev (3- 7857). Obrigado, Kay 3-0643
UNK:UNK	Cooper, este é o site que eu uso: http://ectpdx-sunone/~ctatham/navsetup/index.htm Devo usar um endereço diferente.
UNK:UNK	Cooper, você adicionou um pouco mais de segurança ao resumo de hora em hora da exposição? Ele continua me pedindo senhas e domínios adicionais. O que eu preciso entrar? Filipe
UNK:UNK	Stephanie Por favor, conceda a Paul os direitos eol solicitados. Obrigado, Phillip
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 30/04/2001 10h36 ----- Alan Comnes 27/04/2001 13h38 Para: Phillip K Allen/HOU/ECT@ECT cc: Joe Hartsoe /Corp/Enron@ENRON Assunto: Solicitação de Steve Kean Phillip, recebi esta solicitação. Do lado do gás, acho que Kean/Lay precisa de uma atualização de uma tabela que você preparou para mim há alguns meses, que anexei. Obrigado, Alan Comnes Encaminhado por Alan Comnes/PDX/ECT em 27/04/2001 13h42 ----- Janel Guerrero@ENRON 27/04/2001 12h44 Para: Alan Comnes/PDX/ECT@ECT , Jeff Dasovich/NA/Enron@Enron cc: Paul Kaufman/PDX/ECT@ECT, Richard Shapiro/NA/Enron@Enron Assunto: Solicitação de Steve Kean Alan, Steve pediu que você atualizasse o power point abaixo para que reflita todas as decisões regulatórias/legislativas estúpidas desde o início do ano. Ken deseja ter este gráfico atualizado em seu livro de instruções para as próximas semanas Ken Lay Tour to CA. Ele também quer uma curva futura de preços para gás e energia na Califórnia. Podemos obter esses três documentos até segunda-feira à tarde?
UNK:UNK	Dinheiro Hehub Chicago PEPL Katy Socal Opal Permian Gas Daily Hehub Chicago PEPL Katy Socal NWPL Permian Prompt Nymex Chicago PEPL HSC Socal NWPL
UNK:UNK	Tentei rodar o modelo e não funcionou
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 09/08/2000 14h11 ----- Enron North America Corp. De: Colleen Sullivan 09/08/2000 10h11 Para: Keith Holst/HOU/ECT @ect, Andrew H Lewis/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Larry May/Corp/Enron@Enron, Kate Fraser/HOU/ECT@ECT, Zimin Lu/HOU/ECT@ECT, Greg Couch/HOU/ECT@ECT, John Griffith/Corp/Enron@Enron, Sandra F Brawner/HOU/ECT@ECT, John J Lavorato/Corp/Enron@Enron, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT cc: Julie A Gomez/HOU/ECT@ECT, Stephanie Miller/ Corp/Enron@ENRON Assunto: MODELO DE TRANSPORTE Planeje participar de uma reunião na sexta-feira, 11 de agosto, às 11h15, em 30C1, para discutir o modelo de transporte. Agora que temos vários traders gerenciando posições de transporte há vários meses, gostaria de discutir quaisquer problemas que vocês tenham com a forma como o modelo funciona. Convidei Zimin Lu (Pesquisa), Mark Breese e John Griffith (Estruturação) para estarem presentes para responder a quaisquer dúvidas técnicas. O objetivo desta reunião é expor todas as questões abertamente e garantir que todos estejam confortáveis ​​com o uso do modelo e do gerente de posição, e garantir que aqueles que gerenciam os livros acreditem nos resultados dos modelos. Como ouvi algumas preocupações, espero que você aproveite esta oportunidade para discuti-las. Por favor, avise-me se você não puder comparecer.
